County name,Farm per 1000 Cap,Housing Unit Count per Cap,Housing Unit Price,Household Income Mean
Suffolk County,0.035302543,0.446236749,1014,92859
Worcester County,1.841706307,0.40102786,914,93561
Alcona County,18.7311747,0.974491717,441,53568
Alger County,10.92581944,0.713628522,468,59406
Allegan County,9.148159341,0.426875985,562,80255
Alpena County,10.5525378,0.542296647,446,51909
Antrim County,14.26475383,0.717843169,545,71421
Arenac County,20.41492676,0.632067343,473,56989
Baraga County,9.548292325,0.620761415,459,55117
Barry County,14.01015228,0.43134713,582,77873
Bay County,6.419810815,0.473643705,545,60523
Benzie County,10.47516199,0.660421166,537,72603
Berrien County,5.186538575,0.505078486,547,63152
Branch County,16.41154437,0.452053608,490,61958
Calhoun County,6.712262212,0.445685241,527,60385
Cass County,12.628516,0.495499515,514,68011
Charlevoix County,8.006129094,0.673357594,569,76495
Cheboygan County,10.32198429,0.683330766,471,61619
Chippewa County,9.24061457,0.561057016,455,60631
Clare County,10.69893329,0.699028817,439,49805
Clinton County,13.82885696,0.413778888,607,85928
Crawford County,2.132509743,0.755055519,501,58614
Delta County,7.686646496,0.540818274,470,54829
Dickinson County,5.116368532,0.536295441,485,61882
Eaton County,8.703673261,0.435183663,620,78025
Emmet County,11.07543668,0.644672892,605,73724
Genesee County,1.971268697,0.456720336,571,60673
Gladwin County,16.11848432,0.654087324,508,55576
Gogebic County,4.079622987,0.731518604,455,49672
Grand Traverse County,5.723156533,0.480569211,566,79486
Gratiot County,19.77182636,0.387967708,521,61128
Hillsdale County,28.20794034,0.471375302,482,60869
Houghton County,4.915748797,0.493704161,498,56573
Huron County,39.53866147,0.66185835,485,56963
Ingham County,2.971486811,0.433196638,659,64354
Ionia County,14.12830189,0.373524528,552,73436
Iosco County,8.714167422,0.787744963,393,47777
Iron County,9.736100436,0.77256811,467,53614
Isabella County,11.52569462,0.439513155,539,53759
Jackson County,5.591856858,0.431796197,551,65004
Kalamazoo County,2.29246922,0.432294735,643,70525
Kalkaska County,9.721774627,0.62600709,475,60365
Kent County,1.55868779,0.396835373,596,80390
Keweenaw County,6.941230912,1.060620083,502,53893
Lake County,11.22645136,1.032833526,455,49680
Lapeer County,11.77552485,0.414722771,547,76228
Leelanau County,21.86174632,0.68339819,624,91943
Lenawee County,12.32787019,0.447557956,551,67013
Livingston County,3.340508488,0.403704005,657,101315
Luce County,7.427307206,0.644911504,440,54338
Mackinac County,7.896625987,0.948941134,464,58598
Macomb County,0.515699495,0.419469066,630,76399
Manistee County,10.8938438,0.612524002,466,60879
Marquette County,3.118610159,0.493578899,504,64675
Mason County,14.36771732,0.601484893,522,62296
Mecosta County,16.25861206,0.501704532,468,57774
Menominee County,12.01735358,0.575314534,435,55688
Midland County,6.534002999,0.440932137,589,77538
Missaukee County,22.57365969,0.569328696,472,61868
Monroe County,7.190233586,0.424877439,583,75272
Montcalm County,11.80136769,0.404622443,477,64892
Montmorency County,10.48026048,0.908221408,408,47803
Muskegon County,2.231891246,0.422531957,509,63495
Newaygo County,15.43569432,0.481147095,503,61931
Oakland County,0.417152445,0.430243784,757,95296
Oceana County,18.21277856,0.579144147,502,63624
Ogemaw County,12.8663331,0.730331189,443,51983
Ontonagon County,16.65521978,0.902472527,455,51844
Osceola County,23.59052972,0.537983308,475,57050
Oscoda County,16.51931131,0.896347138,427,50581
Otsego County,8.549630027,0.570984933,481,67285
Ottawa County,3.396084706,0.379358989,586,87144
Presque Isle County,21.16402116,0.744973545,425,56713
Roscommon County,1.420691961,0.968159786,432,54106
Saginaw County,6.84019306,0.458857624,544,58347
St. Clair County,6.612271378,0.452048557,583,69349
St. Joseph County,12.47323078,0.445439833,502,64707
Sanilac County,33.10748765,0.539820813,480,59074
Schoolcraft County,7.948153583,0.727194913,466,57708
Shiawassee County,15.13635962,0.445294343,538,64464
Tuscola County,23.63667381,0.455010709,500,62847
Van Buren County,11.00763178,0.489209106,559,66902
Washtenaw County,3.356736877,0.422908726,873,87156
Wayne County,0.17447149,0.449514783,597,59521
Wexford County,8.24143935,0.479744631,494,63123
Aitkin County,27.48699112,0.869482706,511,59498
Anoka County,0.942044369,0.372163252,661,98764
Becker County,26.85927096,0.560574427,565,71117
Beltrami County,13.00201018,0.461549976,570,67257
Benton County,16.40361978,0.417468542,606,71480
Big Stone County,77.36333136,0.588908624,604,65475
Blue Earth County,14.41301273,0.417878359,632,72623
Brown County,37.84519642,0.459043174,537,68690
Carlton County,12.60035379,0.430806913,580,80042
Carver County,5.380544802,0.36753738,782,123144
Cass County,15.52064118,0.772660772,521,64937
Chippewa County,45.77607936,0.459305635,541,69192
Chisago County,12.52009136,0.384248372,710,98260
Clay County,9.798348492,0.407506582,678,77664
Clearwater County,46.81344148,0.515527231,519,64934
Cook County,4.487524681,1.081313947,652,71643
Cottonwood County,65.44364085,0.455371318,554,68239
Crow Wing County,6.206112875,0.614652836,545,71343
Dakota County,1.855873033,0.389373637,732,105212
Dodge County,28.90499953,0.395395914,688,92943
Douglas County,24.54110635,0.553101445,623,77264
Faribault County,55.66757886,0.49841567,522,64391
Fillmore County,67.8076458,0.4496791,565,75225
Freeborn County,29.95315696,0.465659431,542,69012
Goodhue County,29.30265516,0.439143846,657,82749
Grant County,86.5935505,0.514977901,634,72957
Hennepin County,0.40130869,0.44327804,815,96339
Houston County,43.42850915,0.477059721,605,77087
Hubbard County,15.23809524,0.669387755,570,70622
Isanti County,18.63254515,0.388582416,623,86573
Itasca County,9.330575239,0.563113419,553,66380
Jackson County,85.69110638,0.498326742,491,69955
Kanabec County,31.97254335,0.469231696,602,71915
Kandiyohi County,28.02524959,0.452433183,655,75097
Kittson County,153.5571142,0.570891784,577,69615
Koochiching County,16.38778679,0.639813697,455,69115
Lac qui Parle County,110.7594937,0.523508137,505,71639
Lake County,3.178164143,0.692185455,499,75621
Lake of the Woods County,48.98604161,0.910455623,616,70091
Le Sueur County,30.41618576,0.440559441,674,90218
Lincoln County,107.4766355,0.550143781,530,67715
Lyon County,33.97583767,0.439926496,566,72761
McLeod County,21.77814029,0.433278956,635,78468
Mahnomen County,50.60422961,0.481873112,511,53925
Marshall County,122.2209554,0.503477369,561,71701
Martin County,42.07351362,0.4966515,518,62969
Meeker County,42.18636925,0.454259078,587,75037
Mille Lacs County,21.86604779,0.469884324,595,71455
Morrison County,45.50984936,0.469409038,551,68640
Mower County,24.42542787,0.414743276,565,71495
Murray County,98.08552959,0.547115863,555,74475
Nicollet County,19.13431711,0.392253501,657,80362
Nobles County,42.69652692,0.38226592,542,65509
Norman County,69.22342457,0.513685551,541,69833
Olmsted County,6.621641109,0.422144643,684,93494
Otter Tail County,41.01241706,0.60227646,559,70912
Pennington County,23.58628772,0.494799297,637,72561
Pine County,24.01134602,0.565585936,585,69666
Pipestone County,58.13186813,0.474285714,504,66073
Polk County,40.21306678,0.482359517,603,69136
Pope County,71.42235755,0.557720748,585,72205
Ramsey County,0.086713467,0.427305517,761,81004
Red Lake County,70.58217414,0.485316847,525,77500
Redwood County,86.73134915,0.465648355,551,67024
Renville County,64.41569224,0.478170622,568,69086
Rice County,16.09561753,0.364693951,643,82792
Rock County,60.15748031,0.444724409,554,70698
Roseau County,49.19751065,0.470881101,587,73611
St. Louis County,4.088767593,0.517565266,561,69455
Scott County,3.969314148,0.354229482,748,120247
Sherburne County,4.793370788,0.354952018,668,102965
Sibley County,56.60128998,0.426615769,626,76082
Stearns County,16.43322744,0.403732995,613,76447
Steele County,19.26056526,0.424159855,648,83448
Stevens County,50.92168245,0.427843976,575,71060
Swift County,73.24643079,0.485930064,518,62601
Todd County,58.90965132,0.498131381,542,63039
Traverse County,114.2310147,0.604977664,542,65931
Wabasha County,34.43960323,0.474135534,597,80133
Wadena County,30.6157789,0.484172612,497,56882
Waseca County,33.29051595,0.423356883,615,75052
Washington County,1.848851951,0.376936893,782,114457
Watonwan County,45.69796501,0.437700821,550,70593
Wilkin County,57.11550734,0.474952138,510,69635
Winona County,19.87073019,0.435495167,552,70198
Wright County,8.473863629,0.363231194,678,106666
Yellow Medicine County,90.36594473,0.481382695,571,71573
Adams County,6.277463905,0.520332008,411,40250
Alcorn County,10.43005726,0.474523782,390,49404
Amite County,32.6881375,0.585414826,306,35385
Attala County,23.92288933,0.484322378,397,48098
Benton County,34.4964314,0.541897965,396,42139
Bolivar County,13.87568234,0.481739743,448,37315
Calhoun County,41.63399718,0.528775286,347,43942
Carroll County,40.7336319,0.527831094,368,55275
Chickasaw County,25.27721474,0.466018839,426,43041
Choctaw County,24.71882338,0.539241132,391,48321
Claiborne County,21.17704999,0.486210293,384,34371
Clarke County,18.40976575,0.503794127,406,46054
Clay County,20.3151595,0.496074233,429,39904
Coahoma County,10.44516289,0.506739617,437,36259
Copiah County,16.12434631,0.452389599,360,47994
Covington County,23.42492367,0.46405773,379,47001
DeSoto County,1.899209173,0.378136631,493,82980
Forrest County,3.850321923,0.429298145,419,52821
Franklin County,28.73869079,0.572511974,364,45618
George County,18.23802164,0.398608964,371,54822
Greene County,29.83546618,0.375648995,369,55838
Grenada County,11.89623047,0.497730639,427,47998
Hancock County,5.334251054,0.500666781,453,67728
Harrison County,1.487858513,0.437491227,452,57233
Hinds County,3.995754216,0.501120415,439,49966
Holmes County,31.04113111,0.486696658,435,29434
Humphreys County,30.05195899,0.495576464,485,32976
Issaquena County,79.53667954,0.338223938,495,29271
Itawamba County,13.84411935,0.434540045,347,59508
Jackson County,2.673433015,0.428524782,452,64756
Jasper County,22.34318628,0.512500791,367,47157
Jefferson County,25.2173913,0.490289855,389,36207
Jefferson Davis County,28.57401212,0.512252464,444,37183
Jones County,11.83225238,0.436076978,372,51143
Kemper County,43.91497314,0.459822471,465,43595
Lafayette County,6.316528249,0.474875925,488,64334
Lamar County,5.769173135,0.412428447,447,69106
Lauderdale County,4.009180031,0.475406585,438,50033
Lawrence County,24.24605894,0.494002742,409,43368
Leake County,22.41170441,0.421861895,358,48418
Lee County,4.722208837,0.451826242,423,67144
Leflore County,9.251825515,0.483350537,439,33188
Lincoln County,17.07861311,0.454428424,399,48316
Lowndes County,5.820660724,0.47271456,384,54460
Madison County,4.464012184,0.409621259,530,78794
Marion County,16.28623792,0.465053316,392,42320
Marshall County,14.48769419,0.445336592,502,51875
Monroe County,15.53026909,0.501448496,379,51231
Montgomery County,30.81500372,0.568377431,442,45057
Neshoba County,18.01677424,0.417146999,358,53087
Newton County,23.7857855,0.434173669,367,50426
Noxubee County,46.61577608,0.481221374,390,38814
Oktibbeha County,7.216395651,0.489290869,444,43482
Panola County,17.45818581,0.448388475,421,43990
Pearl River County,11.26545824,0.425834322,408,56535
Perry County,24.37313695,0.478958443,343,50435
Pike County,12.16008209,0.490225757,376,41578
Pontotoc County,20.20990817,0.439682639,364,52741
Prentiss County,17.22311585,0.432696457,347,51466
Quitman County,40.41862144,0.549440635,383,32131
Rankin County,3.605836598,0.399045917,452,77454
Scott County,21.21737873,0.412889467,376,48492
Sharkey County,34.63203463,0.517316017,541,35741
Simpson County,17.07231316,0.455561199,411,54111
Smith County,34.65945484,0.47569568,391,51396
Stone County,14.30834483,0.388113854,420,59307
Sunflower County,13.07047636,0.408832342,406,40265
Tallahatchie County,38.00018313,0.502518084,370,37383
Tate County,17.61759658,0.403908795,467,63995
Tippah County,21.47224945,0.464080661,411,51141
Tishomingo County,9.863633914,0.56858729,375,46257
Tunica County,10.04695861,0.514579011,385,38402
Union County,18.51003067,0.42996157,362,56807
Walthall County,34.97362526,0.497362526,401,45444
Warren County,5.32003325,0.511625698,405,56648
Washington County,6.969233384,0.507369904,406,40117
Wayne County,23.34295407,0.46083346,345,36791
Webster County,26.29743998,0.507421058,380,59964
Wilkinson County,20.84398977,0.588235294,425,35930
Winston County,25.720519,0.472557125,407,49071
Yalobusha County,27.21143041,0.519826617,421,49171
Yazoo County,22.49826268,0.454873176,486,40974
Adair County,31.33281372,0.443491816,471,56583
Andrew County,34.54756509,0.417389862,546,74007
Atchison County,83.67386651,0.530453396,465,59260
Audrain County,31.43515471,0.434743252,423,56232
Barry County,36.47032399,0.478072884,419,56611
Barton County,66.74063327,0.451907485,447,49503
Bates County,61.85189704,0.438697084,460,57914
Benton County,34.92771903,0.658727079,388,52200
Bollinger County,65.7869934,0.475683318,380,57286
Boone County,5.828658264,0.421078926,579,69913
Buchanan County,7.406609711,0.459652524,472,59423
Butler County,10.78586119,0.461472234,424,49213
Caldwell County,96.22222222,0.474333333,457,62520
Callaway County,28.16558082,0.412090591,512,72645
Camden County,12.07658321,0.902662286,474,62927
Cape Girardeau County,11.88170886,0.429032489,493,68912
Carroll County,114.095555,0.52056097,490,61712
Carter County,32.28214219,0.502332525,451,45083
Cass County,11.53917083,0.3945448,613,87413
Cedar County,52.05351794,0.463555881,420,45577
Chariton County,128.9712045,0.513316209,467,63307
Christian County,11.83820084,0.374532771,554,81245
Clark County,86.66767326,0.488147365,448,51458
Clay County,1.985799446,0.405091696,663,86150
Clinton County,28.9121127,0.415220294,541,70625
Cole County,11.94202899,0.430080515,501,73273
Cooper County,43.97850718,0.424950356,506,67548
Crawford County,25.47351806,0.500833041,461,56345
Dade County,92.23300971,0.497244818,473,49899
Dallas County,56.49717514,0.425686636,339,53177
Daviess County,114.2723335,0.484720759,469,60665
DeKalb County,67.68514771,0.432719547,480,69093
Dent County,40.82603084,0.464234767,345,54306
Douglas County,82.83157038,0.43913751,390,49828
Dunklin County,10.77697948,0.498148285,418,47368
Franklin County,15.44901917,0.427416648,496,71973
Gasconade County,49.60764244,0.518389628,460,65096
Gentry County,99.87297555,0.464909495,513,57458
Greene County,5.416604426,0.447909022,492,57488
Grundy County,57.75138235,0.496723326,493,53839
Harrison County,120.5717078,0.491448815,456,53364
Henry County,35.92469546,0.474330011,466,56621
Hickory County,53.15993612,0.627652293,343,35084
Holt County,98.0900731,0.570620137,469,58516
Howard County,57.53694581,0.431625616,473,62628
Howell County,34.14945292,0.444139149,384,49814
Iron County,28.98089172,0.499363057,339,51161
Jackson County,0.808400769,0.458348113,601,67178
Jasper County,9.282173325,0.424963828,477,57525
Jefferson County,2.828951908,0.402245912,503,80522
Johnson County,27.30851825,0.405565497,516,67123
Knox County,144.1176471,0.518716578,389,53333
Laclede County,32.5004083,0.43418259,395,50825
Lafayette County,32.19838262,0.423234162,545,79091
Lawrence County,40.84186866,0.415825905,432,55849
Lewis County,62.22086886,0.437982136,397,52340
Lincoln County,15.78436134,0.358183584,465,85276
Linn County,80.35264484,0.504366079,457,61975
Livingston County,53.55437304,0.434984309,471,60148
McDonald County,36.79221751,0.407707658,385,48145
Macon County,82.88858141,0.48922712,462,58318
Madison County,25.75474634,0.4554155,419,58435
Maries County,86.5271573,0.501881025,399,61359
Marion County,19.45470536,0.453333333,487,63908
Mercer County,133.5457706,0.552723059,466,60357
Miller County,34.05017921,0.487299361,402,55172
Mississippi County,14.89361702,0.449531915,409,46258
Moniteau County,60.02353864,0.403883876,431,65161
Monroe County,95.16310461,0.503487064,436,48299
Montgomery County,58.37894188,0.503605247,457,61042
Morgan County,38.88566454,0.676860574,405,49663
New Madrid County,16.03996845,0.518406521,403,49237
Newton County,22.98476893,0.402509794,470,64583
Nodaway County,50.43164415,0.462273814,483,55970
Oregon County,77.9399931,0.497988275,377,44259
Osage County,80.79833803,0.481525449,405,75355
Ozark County,66.77667767,0.555115512,360,42329
Pemiscot County,13.53508711,0.52120497,447,40748
Perry County,38.53403141,0.44539267,464,63356
Pettis County,24.34290151,0.424927497,438,60232
Phelps County,16.37764933,0.443291294,426,55427
Pike County,49.38477813,0.424753633,420,57572
Platte County,4.284187374,0.406732799,743,95748
Polk County,41.72966435,0.406229211,459,56686
Pulaski County,7.838559039,0.359017123,447,66435
Putnam County,126.4595726,0.626790042,436,56875
Ralls County,55.91008667,0.47966473,461,62054
Randolph County,32.85293018,0.449017735,469,55310
Ray County,41.2948834,0.426785637,482,72152
Reynolds County,52.4717395,0.585118947,374,44357
Ripley County,37.05086328,0.484461036,339,43898
St. Charles County,1.39004923,0.388444419,664,102912
St. Clair County,68.64337937,0.537672624,413,46731
Ste. Genevieve County,31.65102987,0.448776016,436,61310
St. Francois County,9.273661911,0.426869917,404,54813
St. Louis County,0.223580941,0.448644364,674,81340
Saline County,35.6698821,0.421564845,493,56566
Schuyler County,101.0076186,0.468419759,442,56023
Scotland County,139.2081737,0.471477224,534,67568
Scott County,10.24843902,0.443475512,420,58847
Shannon County,58.00687285,0.484123711,415,59000
Shelby County,97.19878502,0.498143773,432,52127
Stoddard County,22.39960616,0.471130178,397,54067
Stone County,17.9589335,0.621115538,470,61323
Sullivan County,111.6521739,0.527304348,438,55500
Taney County,7.718877767,0.526487382,455,58258
Texas County,50.90414155,0.429088081,391,48055
Vernon County,62.71794613,0.45226664,434,54519
Warren County,13.87806019,0.411507875,485,77989
Washington County,15.77407455,0.455243184,360,51886
Wayne County,32.5323475,0.568207024,372,43393
Webster County,38.27216289,0.365357627,419,69731
Worth County,207.2649573,0.595619658,431,46167
Wright County,57.57498077,0.429120738,362,47304
Beaverhead County,38.57685389,0.497001799,436,58072
Big Horn County,28.4463895,0.354251329,437,56680
Blaine County,56.06258149,0.409097494,392,65050
Broadwater County,38.06311732,0.381112985,499,63636
Carbon County,59.22769177,0.559314663,550,71017
Carter County,201.5725518,0.57112223,477,52171
Cascade County,11.54715285,0.464346982,507,66203
Chouteau County,116.8367347,0.487755102,442,56927
Custer County,31.67836844,0.482280174,572,63585
Daniels County,160.6153846,0.695384615,570,58000
Dawson County,48.90619631,0.501317146,542,70953
Deer Lodge County,10.49842014,0.561206809,401,49533
Fallon County,80.44806517,0.492532247,581,72284
Fergus County,65.67189344,0.506491317,491,59731
Flathead County,8.897465227,0.444855798,558,71327
Gallatin County,7.945882946,0.437763813,703,87454
Garfield County,201.5241321,0.631668078,485,61750
Glacier County,26.73479967,0.39591202,322,45129
Golden Valley County,177.2885284,0.548088065,345,57353
Granite County,45.25263742,0.723209328,476,54646
Hill County,43.63523187,0.45017118,438,55313
Jefferson County,27.36019242,0.40499098,508,76576
Judith Basin County,137.8493605,0.584083373,485,55417
Lake County,32.27255037,0.492680298,471,61965
Lewis and Clark County,7.91971143,0.450385337,583,74543
Liberty County,112.7197518,0.430196484,481,53264
Lincoln County,11.31446087,0.495447169,434,47018
McCone County,210.832848,0.630168899,477,71842
Madison County,58.13595817,0.656721009,526,67420
Meagher County,62.46973366,0.707021792,545,56215
Mineral County,14.6294514,0.494513956,414,61117
Missoula County,4.945081847,0.457036541,656,71246
Musselshell County,61.62876009,0.491012472,511,59010
Park County,26.4468297,0.530983734,564,66607
Petroleum County,192.3809524,0.561904762,441,59318
Phillips County,89.46369245,0.530374941,452,58156
Pondera County,71.56959526,0.452945048,509,53500
Powder River County,191.4648212,0.574971165,539,68009
Powell County,34.41011236,0.416994382,549,63432
Prairie County,126.7985612,0.599820144,564,45192
Ravalli County,29.05347915,0.437835931,521,71323
Richland County,40.62386652,0.506891549,552,69578
Roosevelt County,36.0890458,0.397960184,311,53125
Rosebud County,43.93458628,0.461923359,466,56430
Sanders County,30.29866859,0.488593019,432,54035
Sheridan County,129.9303944,0.594257541,549,63654
Silver Bow County,4.317263519,0.481430232,490,57504
Stillwater County,49.1005291,0.492804233,499,81503
Sweet Grass County,77.45541656,0.513441576,481,69426
Teton County,94.66170081,0.456548727,534,67766
Toole County,74.32563555,0.450805356,509,53693
Treasure County,135.3179973,0.648173207,671,73036
Valley County,68.3346785,0.572101157,527,64515
Wheatland County,57.82312925,0.563168124,434,47054
Wibaux County,124.039517,0.654226125,389,64792
Yellowstone County,6.912106677,0.427565668,615,74400
Adams County,15.61097577,0.444159508,596,65680
Antelope County,104.435357,0.494495124,516,63750
Arthur County,186.7612293,0.543735225,714,67500
Banner County,339.8496241,0.527819549,604,71250
Blaine County,187.2246696,0.649779736,425,61250
Boone County,90.5864774,0.475345536,516,71367
Box Butte County,40.82967392,0.487900589,652,68778
Boyd County,128.2352941,0.705294118,548,58984
Brown County,101.1470282,0.571776156,490,51538
Buffalo County,19.56759715,0.414047228,686,74570
Burt County,82.20603538,0.496209306,590,57303
Butler County,85.08117075,0.47766323,583,82603
Cass County,24.07973229,0.428488288,737,88255
Cedar County,102.8806584,0.472524812,546,73977
Chase County,80.76514346,0.496811902,549,62782
Cherry County,109.7517092,0.540482188,517,63750
Cheyenne County,64.77817121,0.508852322,599,57594
Clay County,75.53662133,0.46141242,526,75938
Colfax County,42.12082025,0.369111398,557,79720
Cuming County,92.94012511,0.463583557,576,70708
Custer County,103.2707161,0.508343664,552,66310
Dakota County,11.71783454,0.365362081,592,71655
Dawes County,55.22928902,0.501436961,544,54381
Dawson County,27.32752301,0.403396595,544,65383
Deuel County,107.2938689,0.528541226,508,61438
Dixon County,93.19580166,0.45747376,467,69156
Dodge County,18.31907929,0.436939077,600,71294
Douglas County,0.518998333,0.413688248,781,79081
Dundy County,151.8026565,0.633776091,534,56563
Fillmore County,89.98548621,0.495827286,514,76354
Franklin County,104.7213348,0.547745829,432,57692
Frontier County,133.2807571,0.541009464,557,68207
Furnas County,82.58728738,0.56266786,507,60625
Gage County,53.30382257,0.479088855,571,64426
Garden County,123.6141907,0.644678492,486,44777
Garfield County,97.24663152,0.572349151,565,68611
Gosper County,118.3628319,0.66869469,570,79145
Grant County,115.1832461,0.729493892,563,69063
Greeley County,100.1365498,0.547109695,554,58894
Hall County,8.780161924,0.403648857,595,67549
Hamilton County,53.01129235,0.430991217,558,79884
Harlan County,95.09609013,0.626242545,475,70536
Hayes County,300.2364066,0.566193853,511,60313
Hitchcock County,115.0406504,0.636585366,490,52016
Holt County,118.3794466,0.484683794,544,67225
Hooker County,140.4011461,0.594555874,438,45854
Howard County,80.03651856,0.440200852,596,74508
Jefferson County,80.15695067,0.513452915,498,60568
Johnson County,73.19409849,0.400459858,494,59457
Kearney County,48.45162246,0.442287746,616,79167
Keith County,41.2371134,0.662125675,543,58132
Keya Paha County,206.3492063,0.604395604,445,60313
Kimball County,135.2496218,0.548260212,557,59438
Knox County,114.3751505,0.545027691,511,64821
Lancaster County,5.320603142,0.415289449,695,72625
Lincoln County,29.86284102,0.497643987,607,64342
Logan County,138.3285303,0.5129683,587,71650
Loup County,159.7938144,0.737113402,580,60156
McPherson County,321.8085106,0.688829787,470,61316
Madison County,19.14050423,0.432024509,629,64637
Merrick County,61.5031262,0.457317851,550,62849
Morrill County,111.4827202,0.507469342,521,59773
Nance County,91.35499693,0.497240956,448,65438
Nemaha County,56.34402498,0.470763554,551,60132
Nuckolls County,82.07132389,0.541768442,460,70201
Otoe County,51.59423784,0.421131939,620,81430
Pawnee County,148.3538278,0.559301864,469,54926
Perkins County,136.3799928,0.486865779,574,67500
Phelps County,37.60230038,0.459411635,591,65988
Pierce County,72.12980638,0.427733842,572,75938
Platte County,25.40916646,0.400292966,597,72335
Polk County,84.45625356,0.479028279,556,71771
Red Willow County,27.95657604,0.496109136,602,60000
Richardson County,92.22541091,0.532741978,533,55578
Rock County,186.9460113,0.66800967,495,57500
Saline County,46.47218453,0.391723202,579,77027
Sarpy County,1.572050696,0.367591345,814,101402
Saunders County,48.8336324,0.433820388,681,89395
Scotts Bluff County,21.0443835,0.461017518,582,60960
Seward County,55.48989814,0.401710845,655,81122
Sheridan County,104.5260808,0.548812665,531,56900
Sherman County,110.5459478,0.609359105,557,61935
Sioux County,283.8944495,0.620564149,602,54076
Stanton County,92.42529534,0.429986101,623,78275
Thayer County,89.73305955,0.517043121,474,63095
Thomas County,165.615142,0.578864353,455,72708
Thurston County,35.85957511,0.345035408,492,64838
Valley County,65.47619048,0.524801587,509,58902
Washington County,32.37037734,0.407687965,771,90188
Wayne County,45.18743668,0.402532928,591,67687
Webster County,105.2315093,0.531268791,505,65197
Wheeler County,214.1089109,0.746287129,483,55893
York County,34.64347826,0.44146087,570,74058
Churchill County,20.74290324,0.41962125,449,73268
Clark County,0.068365494,0.390166874,523,73845
Douglas County,4.9632798,0.496307804,605,88018
Elko County,8.038555635,0.405294042,492,83427
Esmeralda County,27.77777778,1.009722222,432,40694
Eureka County,58.60415557,0.543420352,279,73095
Humboldt County,15.54101426,0.450689413,435,79946
Lander County,15.03889369,0.483491789,427,84474
Lincoln County,25.54660529,0.534407365,395,69496
Lyon County,4.39436266,0.392322421,461,73460
Mineral County,15.41899441,0.492067039,334,50584
Nye County,3.089837471,0.449830327,431,55975
Pershing County,21.11383109,0.350826193,393,72007
Storey County,0.972762646,0.513618677,463,96000
Washoe County,0.618987541,0.420659202,570,85600
White Pine County,16.40496836,0.487110382,403,72294
Carson City,0.395542409,0.428252047,533,71809
Belknap County,4.168135219,0.59331566,849,87983
Carroll County,4.16508178,0.762837581,747,82961
Cheshire County,5.315197623,0.458221266,887,81001
Coos County,8.940631633,0.66215347,677,58439
Grafton County,5.330753936,0.553259176,890,84021
Hillsborough County,1.324158695,0.410612319,1030,100436
Merrimack County,3.60425416,0.418574894,960,93944
Rockingham County,1.634448087,0.423905121,1107,113927
Strafford County,2.473882655,0.418488547,946,86564
Sullivan County,6.157411615,0.497705171,878,75929
Atlantic County,1.73047572,0.473290483,1000,76819
Bergen County,0.074593237,0.376578337,1475,123715
Burlington County,1.94525935,0.390349411,1050,105271
Camden County,0.279032488,0.399237436,1102,86384
Cape May County,1.821571238,1.061251664,917,88046
Cumberland County,3.462274695,0.36744434,831,64499
Essex County,0.036300646,0.38064631,1487,76712
Gloucester County,1.751217995,0.376960899,1045,102807
Hudson County,0.004075063,0.430641754,1270,90032
Hunterdon County,12.32271388,0.394114253,1356,139453
Mercer County,0.759936553,0.384048473,1114,96333
Middlesex County,0.216824941,0.355719853,1208,109028
Monmouth County,1.437793427,0.416555473,1312,122727
Morris County,0.90048236,0.379714866,1360,134929
Ocean County,0.336117305,0.442956092,895,86411
Passaic County,0.187999552,0.352145948,1399,87137
Salem County,11.82560646,0.421106962,965,78412
Somerset County,1.31200922,0.371589545,1367,135960
Sussex County,7.134912238,0.426093975,1089,114316
Union County,0.025245725,0.355575939,1429,100117
Warren County,8.238791049,0.416625755,1038,99596
Bernalillo County,1.435064094,0.448499212,522,66514
Catron County,80.36890646,0.87826087,346,46439
Chaves County,7.614173352,0.420647754,438,52029
Cibola County,19.48587274,0.418609008,293,51765
Colfax County,21.85747948,0.778256277,434,52690
Curry County,14.1021291,0.450971244,390,56259
De Baca County,105.6125528,0.703077852,348,40804
Do̱a Ana County,8.676089743,0.39849847,400,55663
Eddy County,5.631877075,0.433508041,397,79605
Grant County,12.12737373,0.53244254,353,45921
Guadalupe County,60.88939567,0.491676169,400,40149
Harding County,275.5905512,0.77007874,443,41250
Hidalgo County,38.32576904,0.559505799,340,49076
Lea County,5.468989102,0.374246517,415,68750
Lincoln County,17.92759051,0.887290886,464,51643
Los Alamos County,0.203303685,0.440152478,603,143188
Luna County,8.230929747,0.446981992,292,37917
McKinley County,24.13518022,0.365697295,283,44496
Mora County,122.3144531,0.717285156,492,50178
Otero County,6.699086227,0.464776004,356,52717
Quay County,70.45102939,0.656075211,397,43698
Rio Arriba County,32.16118133,0.493129771,346,53901
Roosevelt County,34.09394539,0.45556565,396,52445
Sandoval County,4.494253821,0.37880411,475,84053
San Juan County,23.81287402,0.397998626,434,53020
San Miguel County,29.36279703,0.561412139,421,47400
Santa Fe County,3.746078027,0.492415935,514,74689
Sierra County,23.61928176,0.71463693,360,37840
Socorro County,28.37101522,0.478612138,414,47556
Taos County,18.03839684,0.611652456,436,58908
Torrance County,36.09408232,0.452771175,342,46250
Union County,87.36627611,0.532603158,409,45319
Valencia County,12.10201329,0.376127603,417,58333
Albany County,1.090747709,0.459298546,745,83149
Allegany County,14.58804626,0.497642656,533,61233
Bronx County,0.000722166,0.399524382,1000,49036
